dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,-67.096673,-39.258302,-90.812473,-39.149328,8.676582,1.888638,-1.053873
0.010000,-67.289835,-39.597824,-91.203096,-39.062353,8.69759,2.100869,-1.053197
0.010000,-67.482805,-39.936451,-91.592848,-38.975145,8.72072,2.312978,-1.052458
0.010000,-67.675603,-40.27417,-91.981725,-38.887686,8.745976,2.525564,-1.051656
0.010000,-67.868247,-40.610967,-92.369724,-38.799952,8.773347,2.737109,-1.05079
0.010000,-68.060755,-40.946827,-92.756843,-38.711924,8.802834,2.948738,-1.049861
0.010000,-68.253145,-41.281736,-93.143079,-38.623579,8.834435,3.160083,-1.048869
0.010000,-68.445436,-41.615679,-93.528428,-38.534898,8.868146,3.371098,-1.047812
0.010000,-68.637646,-41.948642,-93.912887,-38.445858,8.903963,3.58173,-1.046691
0.010000,-68.829791,-42.280608,-94.296451,-38.35644,8.941872,3.790896,-1.045506
0.010000,-69.021889,-42.611564,-94.679117,-38.266621,8.981894,4.002132,-1.044256
0.010000,-69.213958,-42.941493,-95.060881,-38.176381,9.023982,4.208868,-1.042941
0.010000,-69.406014,-43.27038,-95.441738,-38.085699,9.06817,4.418813,-1.04156
0.010000,-69.598074,-43.598208,-95.821684,-37.994555,9.114423,4.625304,-1.040114
0.010000,-69.790154,-43.924963,-96.200713,-37.902928,9.162742,4.831857,-1.038602
0.010000,-69.982271,-44.250626,-96.578821,-37.810796,9.213114,5.037222,-1.037023
0.010000,-70.174441,-44.575182,-96.956002,-37.718141,9.265523,5.240887,-1.035377
0.010000,-70.366679,-44.898614,-97.332252,-37.624941,9.319975,5.445137,-1.033664
0.010000,-70.559001,-45.220904,-97.707564,-37.531177,9.376429,5.645493,-1.031884
0.010000,-70.751423,-45.542036,-98.081932,-37.436828,9.434883,5.845346,-1.030035
0.010000,-70.94396,-45.861991,-98.455351,-37.341875,9.49532,6.043727,-1.028118
0.010000,-71.136626,-46.180752,-98.827814,-37.246298,9.557722,6.240211,-1.026132
0.010000,-71.329436,-46.4983,-99.199314,-37.150077,9.622054,6.433177,-1.024077
0.010000,-71.522405,-46.814618,-99.569846,-37.053194,9.688309,6.625489,-1.021952
0.010000,-71.715547,-47.129686,-99.939403,-36.95563,9.756444,6.813526,-1.019756
0.010000,-71.908876,-47.443486,-100.307976,-36.857365,9.826444,6.999937,-1.01749
0.010000,-72.102406,-47.755999,-100.67556,-36.758383,9.898274,7.183072,-1.015152
0.010000,-72.29615,-48.067204,-101.042147,-36.658664,9.971881,7.360622,-1.012743
0.010000,-72.490122,-48.377084,-101.407729,-36.558191,10.047261,7.538062,-1.01026
0.010000,-72.684334,-48.685617,-101.772298,-36.456948,10.124348,7.708637,-1.007705
0.010000,-72.878799,-48.992783,-102.135847,-36.354917,10.203089,7.874172,-1.005077
0.010000,-73.07353,-49.298563,-102.498368,-36.252082,10.283476,8.038705,-1.002374
0.010000,-73.268539,-49.602935,-102.859852,-36.148428,10.365406,8.192939,-0.999596
0.010000,-73.463838,-49.905878,-103.220292,-36.043939,10.448852,8.344683,-0.996743
0.010000,-73.659439,-50.207372,-103.579678,-35.938602,10.533756,8.490363,-0.993814
0.010000,-73.855353,-50.507396,-103.938002,-35.832402,10.620022,8.626549,-0.990808
0.010000,-74.05159,-50.805926,-104.295255,-35.725326,10.707615,8.759309,-0.987726
0.010000,-74.248164,-51.102943,-104.651429,-35.617361,10.796432,8.881698,-0.984565
0.010000,-74.445082,-51.398422,-105.006514,-35.508497,10.886386,8.995444,-0.981326
0.010000,-74.642357,-51.692344,-105.360501,-35.398723,10.977423,9.103679,-0.978007
0.010000,-74.839998,-51.984684,-105.713381,-35.288029,11.069412,9.198891,-0.974609
0.010000,-75.038014,-52.27542,-106.065145,-35.176406,11.162259,9.284705,-0.971131
0.010000,-75.236415,-52.564529,-106.415784,-35.063848,11.255872,9.361332,-0.967571
0.010000,-75.435211,-52.851989,-106.765287,-34.950347,11.350108,9.423549,-0.963929
0.010000,-75.634409,-53.137775,-107.113646,-34.835898,11.44487,9.476216,-0.960205
0.010000,-75.834019,-53.421866,-107.460851,-34.720498,11.540009,9.513894,-0.956397
0.010000,-76.034048,-53.704236,-107.806893,-34.604144,11.635388,9.537916,-0.952506
0.010000,-76.234504,-53.984863,-108.151761,-34.486835,11.730862,9.547446,-0.94853
0.010000,-76.435395,-54.263722,-108.495447,-34.368573,11.826263,9.540022,-0.944469
0.010000,-76.636729,-54.54079,-108.83794,-34.249358,11.921443,9.518004,-0.940321
0.010000,-76.838511,-54.816043,-109.179232,-34.129196,12.016207,9.476393,-0.936088
0.010000,-77.040748,-55.089457,-109.519313,-34.008093,12.110367,9.416011,-0.931766
0.010000,-77.243447,-55.361007,-109.858174,-33.886055,12.203746,9.33795,-0.927357
